match,half,source,chosen,fleet_delta_hota,hota,deta,assa,loca,off_hota,off_deta,off_assa,off_loca,dropped,precision,path
117092,1st,local,True,,6.6797666891272325,4.289101511734237,10.497340912803713,71.77228850561653,8.457745652760202,15.892070674725241,4.546677889047404,72.44966115247561,887,rescoring,/home/atom/SoccerTrack-v2/results/gsr/score_45min_117092_1st.json
117092,2nd,gsr4,True,,3.5950487722071975,1.1511715786629217,11.254522317706543,72.05564034834815,7.440350701511761,17.009412464016535,3.2738402608269332,72.62640543490548,20,rescoring,/home/atom/SoccerTrack-v2/results/gsr/cloud/gsr4/CLPD-117092-2nd/zscore.json
117093,1st,gsr4,True,,14.283967022336128,10.039621590752649,20.36587023306807,83.02444808709026,22.136706683046576,45.978383676821785,10.841451032207884,82.27968656352799,563,rescoring,/home/atom/SoccerTrack-v2/results/gsr/cloud/gsr4/CLPD-117093-1st/zscore.json
117093,2nd,gsr4,True,,12.127527840946605,8.01196113875887,18.382967054753575,82.99838953070751,22.07625926205372,47.088105291848706,10.486849681176905,82.83556619964824,7077,rescoring,/home/atom/SoccerTrack-v2/results/gsr/cloud/gsr4/CLPD-117093-2nd/zscore.json
118575,1st,fleet2,True,,16.590527303501844,10.782584624624866,25.732187708926986,82.73455401831264,26.093043546221367,44.89978430047774,15.475776370324153,82.8235303474481,116,rescoring,/home/atom/SoccerTrack-v2/results/gsr/cloud/fleet2/CLPD-118575-1st/zscore.json
118575,2nd,fleet2,True,,12.208946614072804,6.83031517529343,21.835316830167685,85.70827695385044,23.710707544289882,46.01499184966832,12.398603207674652,83.20205750175894,225,rescoring,/home/atom/SoccerTrack-v2/results/gsr/cloud/fleet2/CLPD-118575-2nd/zscore.json
118576,1st,gsr4,True,,12.358230061501093,7.110420624470895,21.582906901929217,86.41749699214654,24.559800907629317,46.259923298537366,13.240507518000577,83.0115826459747,278,rescoring,/home/atom/SoccerTrack-v2/results/gsr/cloud/gsr4/CLPD-118576-1st/zscore.json
118576,2nd,gsr4,True,,11.029377178382244,8.391753347815103,14.550716718011492,82.55139224292006,20.046687872114248,42.50021615355764,9.714301314593271,80.80279861804999,1134,rescoring,/home/atom/SoccerTrack-v2/results/gsr/cloud/gsr4/CLPD-118576-2nd/zscore.json
118577,1st,gsr4,True,,18.233982957966553,15.684957525698017,21.198462950537085,86.66912415923426,25.102372303396546,49.6942822341605,12.774001441426874,84.00736063134944,0,rescoring,/home/atom/SoccerTrack-v2/results/gsr/cloud/gsr4/CLPD-118577-1st/zscore.json
118577,2nd,gsr4,True,,16.542166790405314,12.259534268447537,22.33629102430538,87.0023079379437,24.68239726021313,46.048909182097994,13.3883316280526,83.64425855527928,203,rescoring,/home/atom/SoccerTrack-v2/results/gsr/cloud/gsr4/CLPD-118577-2nd/zscore.json
118578,1st,fleet2,True,,13.360120726803675,10.465766935658998,17.080847526769617,85.32756048072599,23.00464472924637,49.43404585970944,10.800169858447376,84.14817212674986,281,rescoring,/home/atom/SoccerTrack-v2/results/gsr/cloud/fleet2/CLPD-118578-1st/zscore.json
118578,2nd,gsr4,True,,10.222632321928328,8.162654292685552,12.8042750133673,84.88029466630177,18.485129202967347,45.709588188360684,7.591985321813994,82.284651302875,425,rescoring,/home/atom/SoccerTrack-v2/results/gsr/cloud/gsr4/CLPD-118578-2nd/zscore.json
128057,1st,local,True,,18.09373844223864,14.672497093965763,22.319122012520275,86.83648621206898,26.035793283041862,51.20869164657502,13.409170263794307,84.67703727681922,6002,rescoring,/home/atom/SoccerTrack-v2/results/gsr/score_45min_128057_1st.json
128057,2nd,local,True,,12.88988794603812,7.749762543454176,21.47646441196661,86.6688150475618,25.080208178887347,50.82051415145881,12.524342002793984,84.84049465250062,2901,rescoring,/home/atom/SoccerTrack-v2/results/gsr/score_45min_128057_2nd.json
128058,1st,fleet2,True,,12.729886491303672,9.597281554202553,16.907864163178225,85.73673004585348,25.88681951600918,49.145936420892525,13.759041096250826,84.29687303807036,988,rescoring,/home/atom/SoccerTrack-v2/results/gsr/cloud/fleet2/CLPD-128058-1st/zscore.json
128058,2nd,gsr4,True,,12.259064873458625,7.795782267766134,19.339050832733392,83.16820031976226,21.648682645586874,46.16153621882471,10.360082138984303,82.35067160635772,1767,rescoring,/home/atom/SoccerTrack-v2/results/gsr/cloud/gsr4/CLPD-128058-2nd/zscore.json
132831,1st,gsr4,True,,9.920914377194359,9.693979630000676,10.15731296853482,79.03666549648229,16.151286269613465,37.53136189209442,6.9715212711575285,78.13946623918602,10223,rescoring,/home/atom/SoccerTrack-v2/results/gsr/cloud/gsr4/CLPD-132831-1st/zscore.json
132831,1st,local,False,,10.908815952420607,9.562935892509918,12.448448774513308,79.25481268202765,17.019495232684836,37.48646596884295,7.754022684849852,78.11527036579061,10228,,/home/atom/SoccerTrack-v2/results/gsr/score_45min_132831_1st.json
132831,2nd,fleet2,True,,2.9361189354218915,1.2307845506730606,7.096121296453144,70.18859342590125,17.9054625934503,41.41895758194268,7.765934428159942,77.61077940986678,1096,rescoring,/home/atom/SoccerTrack-v2/results/gsr/cloud/fleet2/CLPD-132831-2nd/zscore.json
132831,2nd,local,False,,3.4085963449462726,1.8364646018621522,6.418124185023285,73.61422419139217,17.855008081381612,41.76308463116419,7.659103022978235,77.82719680746672,1096,,/home/atom/SoccerTrack-v2/results/gsr/score_45min_132831_2nd.json
132877,1st,gsr4,True,,15.270366423522425,8.712025449377425,26.790063336206373,85.31844927241015,29.255063716947934,46.432747655486956,18.630134517264015,83.30319407128044,995,release v1.2 rescoring,/home/atom/SoccerTrack-v2/results/gsr/rescore_v1_2/CLPD-132877-1st.json
132877,2nd,fleet2,True,,13.640018064940582,8.067538494918477,23.06734577059882,86.18129253573179,25.399946630594954,45.55256850545118,14.309034296724722,84.1440059392491,8544,release v1.2 rescoring,/home/atom/SoccerTrack-v2/results/gsr/rescore_v1_2/CLPD-132877-2nd.json
